mshortName,murl,cname,cbestBuyYesCost,cbestBuyNoCost,cbestSellYesCost,cbestSellNoCost
Top Republican in WA-08 primary?,https://www.predictit.org/markets/detail/8041/Which-Republican-will-win-the-most-votes-in-the-WA-08-House-primary,Reagan Dunn,0.59,0.43,0.57,0.41
Top Republican in WA-08 primary?,https://www.predictit.org/markets/detail/8041/Which-Republican-will-win-the-most-votes-in-the-WA-08-House-primary,Jesse Jensen,0.32,0.71,0.29,0.68
Top Republican in WA-08 primary?,https://www.predictit.org/markets/detail/8041/Which-Republican-will-win-the-most-votes-in-the-WA-08-House-primary,Matt Larkin,0.22,0.82,0.18,0.78
First round leader wins AK-AL election?,https://www.predictit.org/markets/detail/8042/Will-the-Alaska-at-large-first-round-leader-also-win-the-special-election,Will the Alaska at-large first round leader also win the special election?,0.28,0.73,0.27,0.72
Most votes in AK Sen. primary?,https://www.predictit.org/markets/detail/8043/Who-will-win-the-most-votes-in-the-2022-Alaska-Senate-primary,Kelly Tshibaka,0.79,0.48,0.52,0.21
Most votes in AK Sen. primary?,https://www.predictit.org/markets/detail/8043/Who-will-win-the-most-votes-in-the-2022-Alaska-Senate-primary,Lisa Murkowski,0.48,0.68,0.32,0.52
Most votes in AK Sen. primary?,https://www.predictit.org/markets/detail/8043/Who-will-win-the-most-votes-in-the-2022-Alaska-Senate-primary,Edgar Blatchford,0.1,0.98,0.02,0.9
Alaska at-large first round leader?,https://www.predictit.org/markets/detail/8044/Who-will-lead-the-first-round-of-the-2022-Alaska-at-large-special-election,Mary Peltola,0.79,0.27,0.73,0.21
Alaska at-large first round leader?,https://www.predictit.org/markets/detail/8044/Who-will-lead-the-first-round-of-the-2022-Alaska-at-large-special-election,Sarah Palin,0.2,0.85,0.15,0.8
Alaska at-large first round leader?,https://www.predictit.org/markets/detail/8044/Who-will-lead-the-first-round-of-the-2022-Alaska-at-large-special-election,Nick Begich III,0.07,0.95,0.05,0.93
Kansas abortion measure MOV?,https://www.predictit.org/markets/detail/8045/What-will-be-the-margin-in-the-Kansas-abortion-ballot-measure-vote,Support ≥ 8%,0.09,0.93,0.07,0.91
Kansas abortion measure MOV?,https://www.predictit.org/markets/detail/8045/What-will-be-the-margin-in-the-Kansas-abortion-ballot-measure-vote,Support 6% - 8%,0.09,0.93,0.07,0.91
Kansas abortion measure MOV?,https://www.predictit.org/markets/detail/8045/What-will-be-the-margin-in-the-Kansas-abortion-ballot-measure-vote,Support 4% - 6%,0.09,0.93,0.07,0.91
Kansas abortion measure MOV?,https://www.predictit.org/markets/detail/8045/What-will-be-the-margin-in-the-Kansas-abortion-ballot-measure-vote,Support 2% - 4%,0.12,0.9,0.1,0.88
Kansas abortion measure MOV?,https://www.predictit.org/markets/detail/8045/What-will-be-the-margin-in-the-Kansas-abortion-ballot-measure-vote,Support under 2%,0.1,0.91,0.09,0.9
Kansas abortion measure MOV?,https://www.predictit.org/markets/detail/8045/What-will-be-the-margin-in-the-Kansas-abortion-ballot-measure-vote,Oppose under 2%,0.12,0.9,0.1,0.88
Kansas abortion measure MOV?,https://www.predictit.org/markets/detail/8045/What-will-be-the-margin-in-the-Kansas-abortion-ballot-measure-vote,Oppose 2% - 4%,0.12,0.89,0.11,0.88
Kansas abortion measure MOV?,https://www.predictit.org/markets/detail/8045/What-will-be-the-margin-in-the-Kansas-abortion-ballot-measure-vote,Oppose 4% - 6%,0.12,0.89,0.11,0.88
Kansas abortion measure MOV?,https://www.predictit.org/markets/detail/8045/What-will-be-the-margin-in-the-Kansas-abortion-ballot-measure-vote,Oppose 6% - 8%,0.11,0.9,0.1,0.89
Kansas abortion measure MOV?,https://www.predictit.org/markets/detail/8045/What-will-be-the-margin-in-the-Kansas-abortion-ballot-measure-vote,Oppose ≥ 8%,0.25,0.8,0.2,0.75
AZ gov GOP primary margin?,https://www.predictit.org/markets/detail/8046/What-will-be-the-margin-in-the-Arizona-Republican-gubernatorial-primary,< 1.5%,0.06,0.96,0.04,0.94
AZ gov GOP primary margin?,https://www.predictit.org/markets/detail/8046/What-will-be-the-margin-in-the-Arizona-Republican-gubernatorial-primary,1.5% to 3%,0.06,0.95,0.05,0.94
AZ gov GOP primary margin?,https://www.predictit.org/markets/detail/8046/What-will-be-the-margin-in-the-Arizona-Republican-gubernatorial-primary,3% to 4.5%,0.06,0.96,0.04,0.94
AZ gov GOP primary margin?,https://www.predictit.org/markets/detail/8046/What-will-be-the-margin-in-the-Arizona-Republican-gubernatorial-primary,4.5% to 6%,0.09,0.92,0.08,0.91
AZ gov GOP primary margin?,https://www.predictit.org/markets/detail/8046/What-will-be-the-margin-in-the-Arizona-Republican-gubernatorial-primary,6% to 7.5%,0.11,0.93,0.07,0.89
AZ gov GOP primary margin?,https://www.predictit.org/markets/detail/8046/What-will-be-the-margin-in-the-Arizona-Republican-gubernatorial-primary,7.5% to 9%,0.1,0.92,0.08,0.9
AZ gov GOP primary margin?,https://www.predictit.org/markets/detail/8046/What-will-be-the-margin-in-the-Arizona-Republican-gubernatorial-primary,9% to 10.5%,0.1,0.91,0.09,0.9
AZ gov GOP primary margin?,https://www.predictit.org/markets/detail/8046/What-will-be-the-margin-in-the-Arizona-Republican-gubernatorial-primary,10.5% to 12%,0.11,0.91,0.09,0.89
AZ gov GOP primary margin?,https://www.predictit.org/markets/detail/8046/What-will-be-the-margin-in-the-Arizona-Republican-gubernatorial-primary,12% to 13.5%,0.1,0.93,0.07,0.9
AZ gov GOP primary margin?,https://www.predictit.org/markets/detail/8046/What-will-be-the-margin-in-the-Arizona-Republican-gubernatorial-primary,≥ 13.5%,0.41,0.62,0.38,0.59
MN-01 special election party winner?,https://www.predictit.org/markets/detail/8047/Which-party-will-win-the-2022-House-special-election-in-MN-01,Republican,0.84,0.24,0.76,0.16
MN-01 special election party winner?,https://www.predictit.org/markets/detail/8047/Which-party-will-win-the-2022-House-special-election-in-MN-01,Democratic,0.23,0.84,0.16,0.77
Missouri Senate GOP primary margin?,https://www.predictit.org/markets/detail/8048/What-will-be-the-margin-in-the-Missouri-GOP-Senate-primary,< 1.5%,0.25,0.95,0.05,0.75
Missouri Senate GOP primary margin?,https://www.predictit.org/markets/detail/8048/What-will-be-the-margin-in-the-Missouri-GOP-Senate-primary,1.5% to 3%,0.25,0.96,0.04,0.75
Missouri Senate GOP primary margin?,https://www.predictit.org/markets/detail/8048/What-will-be-the-margin-in-the-Missouri-GOP-Senate-primary,3% to 4.5%,0.25,0.95,0.05,0.75
Missouri Senate GOP primary margin?,https://www.predictit.org/markets/detail/8048/What-will-be-the-margin-in-the-Missouri-GOP-Senate-primary,4.5% to 6%,0.25,0.9,0.1,0.75
Missouri Senate GOP primary margin?,https://www.predictit.org/markets/detail/8048/What-will-be-the-margin-in-the-Missouri-GOP-Senate-primary,6% to 7.5%,0.18,0.9,0.1,0.82
Missouri Senate GOP primary margin?,https://www.predictit.org/markets/detail/8048/What-will-be-the-margin-in-the-Missouri-GOP-Senate-primary,7.5% to 9%,0.16,0.91,0.09,0.84
Missouri Senate GOP primary margin?,https://www.predictit.org/markets/detail/8048/What-will-be-the-margin-in-the-Missouri-GOP-Senate-primary,9% to 10.5%,0.25,0.9,0.1,0.75
Missouri Senate GOP primary margin?,https://www.predictit.org/markets/detail/8048/What-will-be-the-margin-in-the-Missouri-GOP-Senate-primary,10.5% to 12%,0.25,0.97,0.03,0.75
Missouri Senate GOP primary margin?,https://www.predictit.org/markets/detail/8048/What-will-be-the-margin-in-the-Missouri-GOP-Senate-primary,12% to 13.5%,0.19,0.93,0.07,0.81
Missouri Senate GOP primary margin?,https://www.predictit.org/markets/detail/8048/What-will-be-the-margin-in-the-Missouri-GOP-Senate-primary,13.5% to 15%,0.18,0.99,0.01,0.82
Missouri Senate GOP primary margin?,https://www.predictit.org/markets/detail/8048/What-will-be-the-margin-in-the-Missouri-GOP-Senate-primary,15% to 16.5%,0.18,0.99,0.01,0.82
Missouri Senate GOP primary margin?,https://www.predictit.org/markets/detail/8048/What-will-be-the-margin-in-the-Missouri-GOP-Senate-primary,≥ 16.5%,0.2,0.94,0.06,0.8
Biden's 538 approval for Aug. 3?,https://www.predictit.org/markets/detail/8049/What-will-Joe-Biden's-538-job-approval-rating-be-for-Aug-3,37.9% or lower,0.03,0.98,0.02,0.97
Biden's 538 approval for Aug. 3?,https://www.predictit.org/markets/detail/8049/What-will-Joe-Biden's-538-job-approval-rating-be-for-Aug-3,38.0% to 38.2%,0.04,0.97,0.03,0.96
Biden's 538 approval for Aug. 3?,https://www.predictit.org/markets/detail/8049/What-will-Joe-Biden's-538-job-approval-rating-be-for-Aug-3,38.3% to 38.5%,0.11,0.9,0.1,0.89
Biden's 538 approval for Aug. 3?,https://www.predictit.org/markets/detail/8049/What-will-Joe-Biden's-538-job-approval-rating-be-for-Aug-3,38.6% to 38.8%,0.15,0.86,0.14,0.85
Biden's 538 approval for Aug. 3?,https://www.predictit.org/markets/detail/8049/What-will-Joe-Biden's-538-job-approval-rating-be-for-Aug-3,38.9% to 39.1%,0.2,0.81,0.19,0.8
Biden's 538 approval for Aug. 3?,https://www.predictit.org/markets/detail/8049/What-will-Joe-Biden's-538-job-approval-rating-be-for-Aug-3,39.2% to 39.4%,0.21,0.8,0.2,0.79
Biden's 538 approval for Aug. 3?,https://www.predictit.org/markets/detail/8049/What-will-Joe-Biden's-538-job-approval-rating-be-for-Aug-3,39.5% to 39.7%,0.19,0.83,0.17,0.81
Biden's 538 approval for Aug. 3?,https://www.predictit.org/markets/detail/8049/What-will-Joe-Biden's-538-job-approval-rating-be-for-Aug-3,39.8% to 40.0%,0.14,0.88,0.12,0.86
Biden's 538 approval for Aug. 3?,https://www.predictit.org/markets/detail/8049/What-will-Joe-Biden's-538-job-approval-rating-be-for-Aug-3,40.1% or higher,0.12,0.91,0.09,0.88
Congressional ballot lead for Aug. 3?,https://www.predictit.org/markets/detail/8050/Which-party-will-lead-in-538-Congressional-generic-ballot-polling-for-Aug-3,Dem ≥ 0.6%,0.15,0.88,0.12,0.85
Congressional ballot lead for Aug. 3?,https://www.predictit.org/markets/detail/8050/Which-party-will-lead-in-538-Congressional-generic-ballot-polling-for-Aug-3,Dem 0.4% or 0.5%,0.18,0.85,0.15,0.82
Congressional ballot lead for Aug. 3?,https://www.predictit.org/markets/detail/8050/Which-party-will-lead-in-538-Congressional-generic-ballot-polling-for-Aug-3,Dem 0.2% or 0.3%,0.2,0.85,0.15,0.8
Congressional ballot lead for Aug. 3?,https://www.predictit.org/markets/detail/8050/Which-party-will-lead-in-538-Congressional-generic-ballot-polling-for-Aug-3,Tie or Dem 0.1%,0.16,0.88,0.12,0.84
Congressional ballot lead for Aug. 3?,https://www.predictit.org/markets/detail/8050/Which-party-will-lead-in-538-Congressional-generic-ballot-polling-for-Aug-3,GOP 0.1% or 0.2%,0.18,0.83,0.17,0.82
Congressional ballot lead for Aug. 3?,https://www.predictit.org/markets/detail/8050/Which-party-will-lead-in-538-Congressional-generic-ballot-polling-for-Aug-3,GOP 0.3% or 0.4%,0.15,0.9,0.1,0.85
Congressional ballot lead for Aug. 3?,https://www.predictit.org/markets/detail/8050/Which-party-will-lead-in-538-Congressional-generic-ballot-polling-for-Aug-3,GOP 0.5% or 0.6%,0.07,0.95,0.05,0.93
Congressional ballot lead for Aug. 3?,https://www.predictit.org/markets/detail/8050/Which-party-will-lead-in-538-Congressional-generic-ballot-polling-for-Aug-3,GOP 0.7% or 0.8%,0.03,0.98,0.02,0.97
Congressional ballot lead for Aug. 3?,https://www.predictit.org/markets/detail/8050/Which-party-will-lead-in-538-Congressional-generic-ballot-polling-for-Aug-3,GOP ≥ 0.9%,0.04,0.97,0.03,0.96
Liz Cheney vote share?,https://www.predictit.org/markets/detail/8051/What-percentage-of-the-Wyoming-at-large-primary-vote-will-Liz-Cheney-win,< 29%,0.8,0.96,0.04,0.2
Liz Cheney vote share?,https://www.predictit.org/markets/detail/8051/What-percentage-of-the-Wyoming-at-large-primary-vote-will-Liz-Cheney-win,29% to 30.5%,0.34,0.97,0.03,0.66
Liz Cheney vote share?,https://www.predictit.org/markets/detail/8051/What-percentage-of-the-Wyoming-at-large-primary-vote-will-Liz-Cheney-win,30.5% to 32%,0.34,0.96,0.04,0.66
Liz Cheney vote share?,https://www.predictit.org/markets/detail/8051/What-percentage-of-the-Wyoming-at-large-primary-vote-will-Liz-Cheney-win,32% to 33.5%,0.34,0.96,0.04,0.66
Liz Cheney vote share?,https://www.predictit.org/markets/detail/8051/What-percentage-of-the-Wyoming-at-large-primary-vote-will-Liz-Cheney-win,33.5% to 35%,0.08,0.96,0.04,0.92
Liz Cheney vote share?,https://www.predictit.org/markets/detail/8051/What-percentage-of-the-Wyoming-at-large-primary-vote-will-Liz-Cheney-win,35% to 36.5%,0.08,0.96,0.04,0.92
Liz Cheney vote share?,https://www.predictit.org/markets/detail/8051/What-percentage-of-the-Wyoming-at-large-primary-vote-will-Liz-Cheney-win,36.5% to 38%,0.3,0.97,0.03,0.7
Liz Cheney vote share?,https://www.predictit.org/markets/detail/8051/What-percentage-of-the-Wyoming-at-large-primary-vote-will-Liz-Cheney-win,38% to 39.5%,0.05,0.96,0.04,0.95
Liz Cheney vote share?,https://www.predictit.org/markets/detail/8051/What-percentage-of-the-Wyoming-at-large-primary-vote-will-Liz-Cheney-win,39.5% to 41%,0.09,0.95,0.05,0.91
Liz Cheney vote share?,https://www.predictit.org/markets/detail/8051/What-percentage-of-the-Wyoming-at-large-primary-vote-will-Liz-Cheney-win,≥ 41%,0.29,0.94,0.06,0.71
MI gov GOP primary margin?,https://www.predictit.org/markets/detail/8052/What-will-be-the-margin-in-the-Michigan-Republican-gubernatorial-primary,< 3%,0.15,0.92,0.08,0.85
MI gov GOP primary margin?,https://www.predictit.org/markets/detail/8052/What-will-be-the-margin-in-the-Michigan-Republican-gubernatorial-primary,3% to 4.5%,0.19,0.91,0.09,0.81
MI gov GOP primary margin?,https://www.predictit.org/markets/detail/8052/What-will-be-the-margin-in-the-Michigan-Republican-gubernatorial-primary,4.5% to 6%,0.28,0.98,0.02,0.72
MI gov GOP primary margin?,https://www.predictit.org/markets/detail/8052/What-will-be-the-margin-in-the-Michigan-Republican-gubernatorial-primary,6% to 7.5%,0.29,0.97,0.03,0.71
MI gov GOP primary margin?,https://www.predictit.org/markets/detail/8052/What-will-be-the-margin-in-the-Michigan-Republican-gubernatorial-primary,7.5% to 9%,0.29,0.98,0.02,0.71
MI gov GOP primary margin?,https://www.predictit.org/markets/detail/8052/What-will-be-the-margin-in-the-Michigan-Republican-gubernatorial-primary,9% to 10.5%,0.29,0.98,0.02,0.71
MI gov GOP primary margin?,https://www.predictit.org/markets/detail/8052/What-will-be-the-margin-in-the-Michigan-Republican-gubernatorial-primary,10.5% to 12%,0.29,0.98,0.02,0.71
MI gov GOP primary margin?,https://www.predictit.org/markets/detail/8052/What-will-be-the-margin-in-the-Michigan-Republican-gubernatorial-primary,12% to 13.5%,0.27,0.98,0.02,0.73
MI gov GOP primary margin?,https://www.predictit.org/markets/detail/8052/What-will-be-the-margin-in-the-Michigan-Republican-gubernatorial-primary,13.5% to 15%,0.27,0.98,0.02,0.73
MI gov GOP primary margin?,https://www.predictit.org/markets/detail/8052/What-will-be-the-margin-in-the-Michigan-Republican-gubernatorial-primary,≥ 15%,0.42,0.69,0.31,0.58
Biden's RCP approval on Aug. 5?,https://www.predictit.org/markets/detail/8053/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Aug-5,37.0% or lower,0.03,0.98,0.02,0.97
Biden's RCP approval on Aug. 5?,https://www.predictit.org/markets/detail/8053/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Aug-5,37.1% to 37.3%,0.03,0.98,0.02,0.97
Biden's RCP approval on Aug. 5?,https://www.predictit.org/markets/detail/8053/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Aug-5,37.4% to 37.6%,0.05,0.97,0.03,0.95
Biden's RCP approval on Aug. 5?,https://www.predictit.org/markets/detail/8053/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Aug-5,37.7% to 37.9%,0.1,0.95,0.05,0.9
Biden's RCP approval on Aug. 5?,https://www.predictit.org/markets/detail/8053/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Aug-5,38.0% to 38.2%,0.12,0.92,0.08,0.88
Biden's RCP approval on Aug. 5?,https://www.predictit.org/markets/detail/8053/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Aug-5,38.3% to 38.5%,0.17,0.84,0.16,0.83
Biden's RCP approval on Aug. 5?,https://www.predictit.org/markets/detail/8053/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Aug-5,38.6% to 38.8%,0.22,0.79,0.21,0.78
Biden's RCP approval on Aug. 5?,https://www.predictit.org/markets/detail/8053/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Aug-5,38.9% to 39.1%,0.22,0.79,0.21,0.78
Biden's RCP approval on Aug. 5?,https://www.predictit.org/markets/detail/8053/What-will-Joe-Biden's-RCP-job-approval-rating-be-on-Aug-5,39.2% or higher,0.3,0.72,0.28,0.7
